ten_file,ma_container,nguon,trang_thai
IMG_0132_ce_png_jpg.rf.2e0b7a6483df15c31a10576b101dec66.jpg,WHSU6101822,gemini,THANH_CONG
IMG_0297_ce_png_jpg.rf.02ea7c3fb90980c2c5d1638be936e3f5.jpg,TGBU6341458,openrouter,THANH_CONG
IMG_0429_ce_png_jpg.rf.6119054ef41e73b95b55cd4d7205b4a0.jpg,,gemini,CHUA_DOC_DUOC
IMG_0176_ce_png_jpg.rf.ad6ad5c0ed7b23d8d5cf8d8d093e088b.jpg,,gemini,CHUA_DOC_DUOC
2-1_jpg.rf.b57b341064c1c5e7c7696906e4f11fca.jpg,,,KHONG_CO_ANNOTATION
IMG_0541_region_JPG_jpg.rf.9db3033dfa9dd1fa7ce185867f79d17a.jpg,SKNU1870410,gemini,THANH_CONG
IMG_0945_region_JPG_jpg.rf.9bcc31e642ba0b6f97cf8857672985d7.jpg,,gemini,CHUA_DOC_DUOC
IMG_0496_region_JPG_jpg.rf.60d62329ab36f6aeb3a15a20da9348fa.jpg,CXDU1012162,openrouter,THANH_CONG
DSCN2987_JPG_ce_png_jpg.rf.4cbaa8c3642fc5a892d749084e23fd59.jpg,,gemini,CHUA_DOC_DUOC
IMG_20230101_154943_region_jpg.rf.7bb0617cd3a58d5e644d13f51770e922.jpg,CXNU1802491,openrouter,THANH_CONG
IMG_20221218_145857_region_jpg.rf.b6e56ed9a8c652c932c585ea5420f9b1.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0975_region_JPG_jpg.rf.6c27eebe90dbf9ace7545e81aa792d5b.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145505_region_jpg.rf.904f8b8d9a516cb983b91a335327f51a.jpg,CXNU1865294,openrouter,THANH_CONG
69-1_jpg.rf.e4fa5ebfe4608329e0637a614b344a66.jpg,,,KHONG_CO_ANNOTATION
17-0_jpg.rf.1be8fb574d60686f13c3f56288f7ad5e.jpg,,,KHONG_CO_ANNOTATION
IMG_0494_ce_png_jpg.rf.4d326ee5812874975d40ace9a4fcb539.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0976_ce_png_jpg.rf.c4915fc17d85eb5bf784bf0aa304d29d.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145813_region_jpg.rf.076ddad827659fabd09f27d229199e6c.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0976_ce_png_jpg.rf.b7f0d91a979731af125fd5b490861c7f.jpg,TCLU3026692,openrouter,THANH_CONG
IMG_0446_region_JPG_jpg.rf.3bff55a6db1d43ec526c477325fc0d29.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154259_region_jpg.rf.fcf15ca8b92fff8abcc46302c8646ee0.jpg,CXNU1810795,openrouter,THANH_CONG
IMG_20221218_150416_region_jpg.rf.5ee406d1f4d234db8855caafac7b4f38.jpg,CXNU1882291,openrouter,THANH_CONG
IMG_0066_ce_png_jpg.rf.85f0463bfd33a418835689d216b42433.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0822_ce_png_jpg.rf.e525f346ae4a4f32852476ed822ac82b.jpg,TCNU4113736,openrouter,THANH_CONG
IMG_20230101_154952_region_jpg.rf.49c3b44f4c747f661cd73024dd7b6594.jpg,,openrouter,CHUA_DOC_DUOC
149-0_jpg.rf.4ed48e08911b84ffe024852fb8cdc32c.jpg,,,KHONG_CO_ANNOTATION
IMG_20230101_154720_region_jpg.rf.904f8ae9b96e81a1cb32c28a7d21eb5e.jpg,,openrouter,CHUA_DOC_DUOC
WhatsApp-Image-2022-11-23-at-10-33-09-AM-12-_ce_png_jpg.rf.e0244cc06e22ad4f16909c6adc9bc53c.jpg,,openrouter,CHUA_DOC_DUOC
DSCF7093_JPG_ce_png_jpg.rf.0fc65774ea09b7216154b33e459be052.jpg,SEGU1914400,openrouter,THANH_CONG
145-0_jpg.rf.81881d5b2eb75a316027d486f6066cb6.jpg,,,KHONG_CO_ANNOTATION
IMG_20221218_145302_ce_png_jpg.rf.d89302eb7fa9511124dbf88c2a016041.jpg,,openrouter,CHUA_DOC_DUOC
3-5_jpg_ce_png_jpg.rf.9313eca9197d6b84ebd3495d33810449.jpg,ZMOU5561041,openrouter,THANH_CONG
IMG_0504_ce_png_jpg.rf.77dd660e6f668979fede978f218f53b6.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154524_region_jpg.rf.4073dc08eaa0f11cdf88185398dc8e03.jpg,CXNU1852147,openrouter,THANH_CONG
IMG_20221218_151404_region_jpg.rf.2d097b1c7da9ec198af79ea7fbc43f18.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145453_ce_png_jpg.rf.bbcbcdb7f50df6ad6fbf8a1f4f9e3ee2.jpg,,openrouter,CHUA_DOC_DUOC
137-0_jpg.rf.c59187ff0aaeb8ba12e5d20eff022aac.jpg,,,KHONG_CO_ANNOTATION
DSCF8807_JPG_ce_png_jpg.rf.00e5217d538d0e1f13e681c3c3333e4c.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_153520_region_jpg.rf.5436c04f4cf700d131334bf4268e60b4.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0532_region_JPG_jpg.rf.5721d6de8b99d5a898dd70dac471018a.jpg,CXNU1131285,openrouter,THANH_CONG
IMG_0648_ce_png_jpg.rf.9e8564acf82ad188218804d1416d8049.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20210828-16425261_jpg_ce_png_jpg.rf.42f66a92b6eb6f30e70f9b90eabb4cc0.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0488_region_JPG_jpg.rf.e10d57736e315f63fc43c501de4f9446.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0704_ce_png_jpg.rf.b844465b4094d66aad97750f300c7e3d.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0958_region_JPG_jpg.rf.4a25a89b9752d195058f9cb8d3f39ab4.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154924_1_region_jpg.rf.879001efb8425c4982d7cc9f8f54c263.jpg,CXNU1926682,openrouter,THANH_CONG
IMG_0434_region_JPG_jpg.rf.db53475210f7f986144d1404f7740fba.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150542_region_jpg.rf.d9fcdccef1da24df59f3f2bb21f5e126.jpg,CXNU1328295,openrouter,THANH_CONG
IMG_20221218_145521_region_jpg.rf.48c3db6ed869537de861610aa82f11cc.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0820_ce_png_jpg.rf.c403d080132ff55ab264601484d51fdd.jpg,TCLU9647300,openrouter,THANH_CONG
IMG_0963_ce_png_jpg.rf.a468671451caecefb64035fe80f58547.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0820_region_JPG_jpg.rf.7046eba6b8954ff077ddd7e2eee5c34a.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_153847_region_jpg.rf.bdcb00a12ffc68f942a7786b51fa75b1.jpg,CXNU1933254,openrouter,THANH_CONG
IMG_0475_region_JPG_jpg.rf.5b6a14e181a3d96cd49083d089d60aee.jpg,,openrouter,CHUA_DOC_DUOC
DSCF9008_JPG_ce_png_jpg.rf.8b6623daf93e5a340b94ae7cddc90e2b.jpg,,openrouter,CHUA_DOC_DUOC
65-1_jpg.rf.e05833b5298b9cd900b13cc30e267c72.jpg,,,KHONG_CO_ANNOTATION
IMG_20230101_154906_region_jpg.rf.f9cdfd1536ce79e97cb2fbda7a3f74aa.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0647_ce_png_jpg.rf.bb0b1b8e6e23907b463b66dd2bcf7cb2.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145636_region_jpg.rf.fec2744b1150b61e025b25f6239703b1.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20210828-16425261_jpg_ce_png_jpg.rf.efbb544e60469e422b4335a18ba65d11.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0429_region_JPG_jpg.rf.5937bf7e230db504d540b5b6691499f3.jpg,,openrouter,CHUA_DOC_DUOC
103-0_jpg.rf.4371d5267db827a5370d7b8a750dd4b9.jpg,,,KHONG_CO_ANNOTATION
IMG_0967_region_JPG_jpg.rf.158c1f64db90b23453a25be15d220fbf.jpg,,openrouter,CHUA_DOC_DUOC
WhatsApp-Image-2022-11-23-at-10-33-59-AM-6-_ce_png_jpg.rf.1dd66748e7fd2cf85ffd076dcdddba62.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154438_region_jpg.rf.147605735034012d21482da1dded5539.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145437_ce_png_jpg.rf.7ff228ee16f924b8fc717163e4d43939.jpg,,openrouter,CHUA_DOC_DUOC
136-1_jpg.rf.24555d7f310434dd85d6c68cd82c82fe.jpg,,,KHONG_CO_ANNOTATION
IMG_0327_ce_png_jpg.rf.39d23e311f2db3b16339d52b61fabfbe.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0508_ce_png_jpg.rf.bd0673a3931e269a9f6283988f40c659.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154217_region_jpg.rf.3e9594d175a136d309da7e5e217ce1b2.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0545_region_JPG_jpg.rf.4b7646732e1a61a37a6ea96f972ca028.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154252_region_jpg.rf.d9c40435eb516b4051c8afbda45dd30f.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145247_region_jpg.rf.3221c44b2b1adc669d74227640f87586.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0946_region_JPG_jpg.rf.1b060ee31c63bf84f5d5de93f0bdbf17.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154914_region_jpg.rf.d29c65d67ecf74f8eb4a6abf1fd13e8f.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_153722_region_jpg.rf.8afe18224e11ec51210be47d454c65fb.jpg,,openrouter,CHUA_DOC_DUOC
WhatsApp-Image-2022-11-23-at-10-25-47-AM-15-_ce_png_jpg.rf.61691c680fd0c4fc726b0cad4512b58b.jpg,TCNU7955105,openrouter,THANH_CONG
IMG_20230101_154356_region_jpg.rf.90c5f09e08fcecf4594294b114243395.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_155116_region_jpg.rf.fd2c91e03576bf97d919d3a02e6dc128.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0704_region_JPG_jpg.rf.295dbf090cdde9962e579a95f3a369a7.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0963_region_JPG_jpg.rf.a04d5f3f56509a2e131ecdf7143d4f0e.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150235_region_jpg.rf.4db66122b49712feb7bbf960a6a36050.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150806_region_jpg.rf.7b908c28d76994e5929196a835584833.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0820_region_JPG_jpg.rf.6721ac5384ed4c83dc05d5d700b0ce88.jpg,,openrouter,CHUA_DOC_DUOC
133-0_jpg.rf.0e27474c9b30f651d32913cc2c911210.jpg,,,KHONG_CO_ANNOTATION
IMG_0412_ce_png_jpg.rf.da8a6131caf3e756fe7aae84f239770f.jpg,,openrouter,CHUA_DOC_DUOC
29-0_jpg.rf.569adf99604dd510b7f1fa9a60ad5f02.jpg,,,KHONG_CO_ANNOTATION
IMG_0496_ce_png_jpg.rf.5712b894d836042ac6d0deb490416b42.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0848_region_JPG_jpg.rf.80f1e66b23be7a08ff7823b5cee7ed59.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_155025_region_jpg.rf.9f49d43876db960631a89a86d7353238.jpg,,openrouter,CHUA_DOC_DUOC
DSCN4150_JPG_ce_png_jpg.rf.bef13ccced8fa4b7c3edb1efb9a86a94.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150416_region_jpg.rf.115acdd43de94862c4b7212299769dd8.jpg,,openrouter,CHUA_DOC_DUOC
134-1_jpg.rf.b7403b3ef472a7006a027afda16958a7.jpg,,,KHONG_CO_ANNOTATION
IMG_0362_ce_png_jpg.rf.3c760245cf305115a90ee79b72434dd8.jpg,,openrouter,CHUA_DOC_DUOC
25-1_jpg.rf.60d40fd06ea410aba4f640303f442955.jpg,,,KHONG_CO_ANNOTATION
IMG_0148_ce_png_jpg.rf.e2681ba720e085c6fd426fbd4af5273d.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0426_region_JPG_jpg.rf.784998d2bbc87e9c45123635543be2be.jpg,,openrouter,CHUA_DOC_DUOC
DSCF8135_JPG_ce_png_jpg.rf.04f360829d34fc0a08455313ecfdcccf.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145437_region_jpg.rf.4332c8032ceb685fb660456400982c82.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154752_region_jpg.rf.86cb064c719059e5042713a69cbde8a0.jpg,,openrouter,CHUA_DOC_DUOC
DSCF5280_JPG_ce_png_jpg.rf.b835aa795f594f41ac07124884991891.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0460_ce_png_jpg.rf.084d051a29b2992035ed5a62b8e1d199.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150605_region_jpg.rf.c87e4b3c577b65af5fa218ff98651b38.jpg,,openrouter,CHUA_DOC_DUOC
11-0_jpg.rf.8df70c37e6bb01f5987ee562c048da3e.jpg,,,KHONG_CO_ANNOTATION
IMG_0498_ce_png_jpg.rf.63b3da22a55e382eef868c9b3601fd5c.jpg,,openrouter,CHUA_DOC_DUOC
DSCF6106_JPG_ce_jpg.rf.dfc0e68301a82dc003ebb0e219657ebc.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150731_region_jpg.rf.9f2feb22b60701500ebb8796aa7db016.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20210905-16264128_jpg_ce_png_jpg.rf.0d630b3b175af8d23def2ee5496a9f13.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145449_region_jpg.rf.0c09be70346301d87453fe01ebc2e1c8.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154859_region_jpg.rf.7341f4a2f11c0f94c44bed2c73a426f0.jpg,,openrouter,CHUA_DOC_DUOC
DSCF2826_JPG_ce_png_jpg.rf.4a999f50929bd60e280267dc5d51c4ed.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154144_region_jpg.rf.e8bab33f46dd4e85c09ac2291a1be3be.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0964_ce_png_jpg.rf.e8f0deec71453005ce17fc2c5b77989c.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145333_region_jpg.rf.cb4da9ff6ae39764593e3ac9e3a060b8.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0122_ce_png_jpg.rf.eaff407bdf1608a09f96f28eb5301c3d.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0451_ce_png_jpg.rf.74216d4cdf7fcaca177a5cac3eb391f9.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0071_ce_png_jpg.rf.d0d67a182b692e20e49f1b93772d6e3e.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145612_region_jpg.rf.796d60c8c6c4e0ffb36d6718c4ccb274.jpg,,openrouter,CHUA_DOC_DUOC
25-0_jpg.rf.98617391b7c16baf73c4666a1352e50b.jpg,,,KHONG_CO_ANNOTATION
IMG_20230101_155023_region_jpg.rf.77e7f98ed9038400c950751da329508b.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0532_ce_png_jpg.rf.e893921ad073a1c8eb4f9707d831faf2.jpg,,openrouter,CHUA_DOC_DUOC
60-0_jpg.rf.25e8a00d76c0a36f02c9145dc59a9c94.jpg,,,KHONG_CO_ANNOTATION
IMG_0411_region_JPG_jpg.rf.c07278357496b096540793a8396ee662.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150941_region_jpg.rf.c2ee37dd6fca9f1dcea5b4fb3ea5a31c.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145612_region_jpg.rf.7691b2894cd65280bfd737f949aedce6.jpg,,openrouter,CHUA_DOC_DUOC
51-0_jpg.rf.4e2e89213ba396770bef5c67701294c2.jpg,,,KHONG_CO_ANNOTATION
IMG_20230101_154752_region_jpg.rf.b005b3268eeb2ae9e0f81ffc7606f0fa.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0959_ce_png_jpg.rf.6cee4bfda31731c36fc239aabb4ccc2f.jpg,,openrouter,CHUA_DOC_DUOC
130-0_jpg.rf.3a1af56cebb7642d82966981e3b67945.jpg,,,KHONG_CO_ANNOTATION
WhatsApp-Image-2022-11-23-at-10-33-59-AM-22-_ce_png_jpg.rf.38536243c1f077cecf582b6d60582241.jpg,,openrouter,CHUA_DOC_DUOC
3-5_jpg_ce_png_jpg.rf.6daf6639c321ee5f2bc563843daabed9.jpg,,openrouter,CHUA_DOC_DUOC
DSCF4480_JPG_ce_png_jpg.rf.1dbf04a7dd311fb6c5d32c8a1a939053.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154852_region_jpg.rf.99a9d4fbe85eca0e5b05a5d6c50b3eda.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0952_region_JPG_jpg.rf.04d80b323d7ff8cc63592dd4f10d8229.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0961_region_JPG_jpg.rf.e30f886aa0b7c6670c35f102ddbc9abc.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145644_region_jpg.rf.bea85d453c2759da2752a7bb1d0e7137.jpg,,openrouter,CHUA_DOC_DUOC
126_jpg_ce_png_jpg.rf.9a70f49052b87a4ba194d416a6c869f7.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150001_region_jpg.rf.c11692cd690bcfe1ac8c27b1348d848a.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145612_region_jpg.rf.091ef8e8456d1df108eeea0248e65312.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154035_region_jpg.rf.b575071e6e4653d2bc7a66d06c26496d.jpg,,openrouter,CHUA_DOC_DUOC
16-0_jpg.rf.6dee95c255b154d309cc6554cf6e8f13.jpg,,,KHONG_CO_ANNOTATION
63-0_jpg.rf.f72ce442f2d81e64fd4d45d32a129874.jpg,,,KHONG_CO_ANNOTATION
IMG_20230101_154736_region_jpg.rf.cb688a2f3e6c5a6c61aa4167cfe86014.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0350_ce_png_jpg.rf.5ce19774a04005828b65c69dc34ecae8.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0427_ce_png_jpg.rf.e8d4f3760a9bd0d45514198f5f74871e.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154532_region_jpg.rf.e029ff07f41690b3214e1cc53fec9c4a.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_153634_region_jpg.rf.13e08862f79ac663404159930fb09e52.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154008_region_jpg.rf.3b2b595cd3287826f811e40ddc798c23.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0498_region_JPG_jpg.rf.a23d516a7e913a78deba9402d257136c.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0968_ce_png_jpg.rf.7ee88be7c450989efc9c68a3633c579d.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150053_ce_png_jpg.rf.41f0b588c26c6288d6b89c2570c06626.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0481_ce_png_jpg.rf.a9673c1bf1e6e5b1103c0df746a01242.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145807_region_jpg.rf.098fa915526275bc8153ec0b5297311a.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_155009_region_jpg.rf.8d492defa54d03d5e8b65883c0b4258c.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0500_ce_png_jpg.rf.2580f69624005322ad0a4eb5c0fd7a2c.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0410_region_JPG_jpg.rf.011aafb7c8a040917db2829a7ba22ae1.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150416_region_jpg.rf.4d73c7aa0d845d6aff63e6173312bf02.jpg,,openrouter,CHUA_DOC_DUOC
150-0_jpg.rf.a74294e61e75816cf6a1156e587e9385.jpg,,,KHONG_CO_ANNOTATION
IMG_20221218_151321_region_jpg.rf.bbe64779f6cc828d4ea3e8e99d9d0887.jpg,,openrouter,CHUA_DOC_DUOC
72-1_jpg.rf.ceb36469c265868394ee1b16403679ce.jpg,,,KHONG_CO_ANNOTATION
IMG_20230101_154620_region_jpg.rf.6ca6f28378598c32402ae0655ae6d42c.jpg,,openrouter,CHUA_DOC_DUOC
87-0_jpg.rf.2f9b80df581dbdead7897f0bc2a47900.jpg,,,KHONG_CO_ANNOTATION
IMG_20221218_150344_region_jpg.rf.46b5e1c439d4a919255e21d7b1ba181d.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0297_ce_png_jpg.rf.a9e6b13c2bdba4d97c57b6c274587355.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154612_region_jpg.rf.332ce573f7ff996c59e0d6e6345cca09.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154922_region_jpg.rf.37b3e03fae86a55d763fac7403b7c5fa.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_153722_region_jpg.rf.40597a6d5bd7d60cb7d5b12ad44941e0.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145423_region_jpg.rf.c3ac28a80f5a5c2b9dc19f073caf2a92.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150053_region_jpg.rf.440f0f3b042504ff522bb5e0ccfb0d79.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0496_region_JPG_jpg.rf.fabe9dda05043eda2e5a790f98d418a6.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0253_ce_png_jpg.rf.e647ec3458bfca9afb065138b466426f.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150731_region_jpg.rf.45882b68ab4c8211f6a6fb1880550aa9.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_150136_region_jpg.rf.e5f44f9545b576aab9ad45af1e32328f.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_151321_ce_png_jpg.rf.c3746b86923e04ed8ea629aa3dc04206.jpg,,openrouter,CHUA_DOC_DUOC
3-2_jpg.rf.87f65edab17d3dc9a18ce549aed212c5.jpg,,,KHONG_CO_ANNOTATION
IMG_20230101_153847_region_jpg.rf.6dbcebd449c4de1415d1579ee270a1fe.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0519_region_JPG_jpg.rf.0be7697f9a276cec5510a35e86fadac3.jpg,,openrouter,CHUA_DOC_DUOC
DSCN9008_JPG_ce_png_jpg.rf.fe0e5695f56aba74b3ab2ed19b2ae185.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0411_ce_png_jpg.rf.6b95a27a89f04dcf2f33d6398037b0c3.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0337_ce_png_jpg.rf.7b4cfc76b456f1a7a4f25ce3a60e2477.jpg,,openrouter,CHUA_DOC_DUOC
DSCN9943_JPG_ce_png_jpg.rf.90370134680d33f10893e56bb6b1073d.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0494_ce_png_jpg.rf.675b7c387fa9d78b8b1d925edd94e741.jpg,,openrouter,CHUA_DOC_DUOC
3-0_jpg.rf.a74f9b86cedd354caa0f3856a10af6f5.jpg,,,KHONG_CO_ANNOTATION
106-0_jpg.rf.e49cc9ee4aa7698aff1554881d1ddc58.jpg,,,KHONG_CO_ANNOTATION
IMG_20221218_145548_region_jpg.rf.b06607d3ddd8fe977db91e7ad69c199b.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154831_region_jpg.rf.5ba836fd69d285abc23eee0895edeb4c.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0947_ce_png_jpg.rf.1b4ba6ff726e3754f4a73ba0bf61f5e4.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_154144_region_jpg.rf.dc9f1e0af3bedacf8a9bcec4c88889b1.jpg,,openrouter,CHUA_DOC_DUOC
DSCF6505_JPG_ce_png_jpg.rf.e630d8b2e5287a527a3fd0f2d89d1304.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_153932_region_jpg.rf.c5a63b410a079d7f511ea318dc02db51.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20211026-18380057-1-_jpg_ce_png_jpg.rf.9295f6bb36087f7e5ae001aeb504a011.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20221218_145719_region_jpg.rf.3dd3e2254d0918f43535184dc99dc3df.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_155111_region_jpg.rf.437d27041ff5598edd86c26e4ea007ed.jpg,,openrouter,CHUA_DOC_DUOC
IMG_20230101_155111_1_region_jpg.rf.2d1b163840e11253b2e17c826a885019.jpg,,openrouter,CHUA_DOC_DUOC
IMG_0336_ce_png_jpg.rf.8d2119176d46521bde8793f54b99bb77.jpg,,openrouter,CHUA_DOC_DUOC
